Gender,google,aws,azure,whisper,Value Counts
Female,69.248347107438,50.4228925619835,51.0363636363636,51.0363636363636,121
Male,60.5297142857143,37.8115873015873,37.7267936507937,37.7267936507937,315
Unknown,76.4274698795181,53.8413253012048,46.1830120481928,46.1830120481928,83
